reaction_id,input_key,reaction_role,identifier_type,value
ord-e0d3875cf2584a84afda6341abdff6dc,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-e0d3875cf2584a84afda6341abdff6dc,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-e0d3875cf2584a84afda6341abdff6dc,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-be476d7266d0479ba1e6c4f9e5b26400,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-be476d7266d0479ba1e6c4f9e5b26400,Solvent,SOLVENT,SMILES,C1COCCO1
ord-be476d7266d0479ba1e6c4f9e5b26400,amine,REACTANT,SMILES,C1=CC(=CC=C1N)F
ord-be476d7266d0479ba1e6c4f9e5b26400,aryl halide,REACTANT,SMILES,CC1(C2=NC(=C(N2CCN1C(=O)CNC(=O)OC(C)(C)C)Br)C3=CC=C(C=C3)F)C
ord-be476d7266d0479ba1e6c4f9e5b26400,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-be476d7266d0479ba1e6c4f9e5b26400,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-be476d7266d0479ba1e6c4f9e5b26400,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-be476d7266d0479ba1e6c4f9e5b26400,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-09a52aa0a68e4624905d84eed602571e,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-09a52aa0a68e4624905d84eed602571e,Solvent,SOLVENT,SMILES,COC1=CC=CC=C1
ord-09a52aa0a68e4624905d84eed602571e,amine,REACTANT,SMILES,COC1=CC=CC(=C1)N
ord-09a52aa0a68e4624905d84eed602571e,aryl halide,REACTANT,SMILES,C1=CC(=CC(=C1)Br)C(F)(F)F
ord-09a52aa0a68e4624905d84eed602571e,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-09a52aa0a68e4624905d84eed602571e,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-09a52aa0a68e4624905d84eed602571e,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-09a52aa0a68e4624905d84eed602571e,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-4b267760e4484094b4eaffe00a0fdfde,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-4b267760e4484094b4eaffe00a0fdfde,Solvent,SOLVENT,SMILES,C1COCCO1
ord-4b267760e4484094b4eaffe00a0fdfde,amine,REACTANT,SMILES,CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2
ord-4b267760e4484094b4eaffe00a0fdfde,aryl halide,REACTANT,SMILES,C1=CC(=CC(=C1)Br)C(F)(F)F
ord-4b267760e4484094b4eaffe00a0fdfde,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-4b267760e4484094b4eaffe00a0fdfde,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-4b267760e4484094b4eaffe00a0fdfde,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-4b267760e4484094b4eaffe00a0fdfde,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-19ca5beb727246179b7d4d2728f36d53,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-19ca5beb727246179b7d4d2728f36d53,Solvent,SOLVENT,SMILES,C1COCCO1
ord-19ca5beb727246179b7d4d2728f36d53,amine,REACTANT,SMILES,CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2
ord-19ca5beb727246179b7d4d2728f36d53,aryl halide,REACTANT,SMILES,C1=CC(=CC(=C1)Br)C(F)(F)F
ord-19ca5beb727246179b7d4d2728f36d53,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-19ca5beb727246179b7d4d2728f36d53,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-19ca5beb727246179b7d4d2728f36d53,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-19ca5beb727246179b7d4d2728f36d53,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-c1015abd205e430c801b5231e1cdfbf2,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-c1015abd205e430c801b5231e1cdfbf2,Solvent,SOLVENT,SMILES,C1COCCO1
ord-c1015abd205e430c801b5231e1cdfbf2,amine,REACTANT,SMILES,CC1=NC(=NC=C1)N
ord-c1015abd205e430c801b5231e1cdfbf2,aryl halide,REACTANT,SMILES,C1=CN=C(C=C1Cl)Cl
ord-c1015abd205e430c801b5231e1cdfbf2,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-c1015abd205e430c801b5231e1cdfbf2,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-c1015abd205e430c801b5231e1cdfbf2,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-c1015abd205e430c801b5231e1cdfbf2,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-512d2d9fb0454cb39e6db5113f92b34b,Base,REAGENT,SMILES,CC(C)(C)[O-].[K+]
ord-512d2d9fb0454cb39e6db5113f92b34b,Solvent,SOLVENT,SMILES,C1CCOC1
ord-512d2d9fb0454cb39e6db5113f92b34b,amine,REACTANT,SMILES,C[C@@H]1CN(CCN1)C(=O)OC(C)(C)C
ord-512d2d9fb0454cb39e6db5113f92b34b,aryl halide,REACTANT,SMILES,C1=CC(=CC=C1O)Br
ord-512d2d9fb0454cb39e6db5113f92b34b,metal and ligand,CATALYST,SMILES,CC(C)(C)P(C(C)(C)C)C(C)(C)C
ord-512d2d9fb0454cb39e6db5113f92b34b,metal and ligand,CATALYST,SMILES,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd]
ord-512d2d9fb0454cb39e6db5113f92b34b,metal and ligand,CATALYST,SMILES,CC(C)(C)P(C(C)(C)C)C(C)(C)C
ord-512d2d9fb0454cb39e6db5113f92b34b,metal and ligand,CATALYST,SMILES,CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd]
ord-f903bfa68e6e46fb8291b98645969acd,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-f903bfa68e6e46fb8291b98645969acd,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-f903bfa68e6e46fb8291b98645969acd,amine,REACTANT,SMILES,COC1=NC(=NC=C1Br)N
ord-f903bfa68e6e46fb8291b98645969acd,aryl halide,REACTANT,SMILES,C1=CC(=C(C=C1C(F)(F)F)I)F
ord-f903bfa68e6e46fb8291b98645969acd,metal and ligand,CATALYST,SMILES,C1=COC(=C1)P(C2=CC=CO2)C3=CC=CO3
ord-f903bfa68e6e46fb8291b98645969acd,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-f903bfa68e6e46fb8291b98645969acd,metal and ligand,CATALYST,SMILES,C1=COC(=C1)P(C2=CC=CO2)C3=CC=CO3
ord-f903bfa68e6e46fb8291b98645969acd,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-890c9e12800b48cca35bf6f2a67a4cca,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-890c9e12800b48cca35bf6f2a67a4cca,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-890c9e12800b48cca35bf6f2a67a4cca,amine,REACTANT,SMILES,CN1CCNCC1
ord-890c9e12800b48cca35bf6f2a67a4cca,aryl halide,REACTANT,SMILES,COC1=C(C=CC(=C1)Cl)I
ord-890c9e12800b48cca35bf6f2a67a4cca,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-890c9e12800b48cca35bf6f2a67a4cca,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-890c9e12800b48cca35bf6f2a67a4cca,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-890c9e12800b48cca35bf6f2a67a4cca,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-d1da8942a5fd4744b25120701e88bd1a,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-d1da8942a5fd4744b25120701e88bd1a,Solvent,SOLVENT,SMILES,CC(C)(C)O
ord-d1da8942a5fd4744b25120701e88bd1a,amine,REACTANT,SMILES,C1=CC=C2C(=C1)C=C(C=N2)N
ord-d1da8942a5fd4744b25120701e88bd1a,aryl halide,REACTANT,SMILES,C1CN(CC2=C1C(=NC=C2)Cl)S(=O)(=O)C3=CC=CO3
ord-d1da8942a5fd4744b25120701e88bd1a,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-d1da8942a5fd4744b25120701e88bd1a,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-d1da8942a5fd4744b25120701e88bd1a,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-d1da8942a5fd4744b25120701e88bd1a,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-3b22658007fa466891096d7c97ab437d,Base,REAGENT,SMILES,CC(C)(C)[O-].[Na+]
ord-3b22658007fa466891096d7c97ab437d,Solvent,SOLVENT,SMILES,COCCOC
ord-3b22658007fa466891096d7c97ab437d,amine,REACTANT,SMILES,C1=CC=NC(=C1)N
ord-3b22658007fa466891096d7c97ab437d,aryl halide,REACTANT,SMILES,C1=CC(=CN=C1)Br
ord-3b22658007fa466891096d7c97ab437d,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-3b22658007fa466891096d7c97ab437d,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-3b22658007fa466891096d7c97ab437d,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-3b22658007fa466891096d7c97ab437d,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-2f0f980a972d4857b85fb2314cbcce6e,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-2f0f980a972d4857b85fb2314cbcce6e,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-2f0f980a972d4857b85fb2314cbcce6e,amine,REACTANT,SMILES,CC(=O)N(C)C1=CC2=C(C=C1)C=CN2
ord-2f0f980a972d4857b85fb2314cbcce6e,aryl halide,REACTANT,SMILES,C1CC1NC2=CC(=NC3=C(C=NN23)C#N)Cl
ord-2f0f980a972d4857b85fb2314cbcce6e,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-2f0f980a972d4857b85fb2314cbcce6e,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-2f0f980a972d4857b85fb2314cbcce6e,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-2f0f980a972d4857b85fb2314cbcce6e,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-31892db8bbd04de79164da0921726b58,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-31892db8bbd04de79164da0921726b58,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-31892db8bbd04de79164da0921726b58,amine,REACTANT,SMILES,C1CC1NC2=CC(=NC3=C(C=NN23)C#N)Cl
ord-31892db8bbd04de79164da0921726b58,aryl halide,REACTANT,SMILES,CS(=O)(=O)CC1=C(C=CC(=C1)N)Cl
ord-31892db8bbd04de79164da0921726b58,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-31892db8bbd04de79164da0921726b58,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-31892db8bbd04de79164da0921726b58,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-31892db8bbd04de79164da0921726b58,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-ac71d193208d45949ee247d7a0855249,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-ac71d193208d45949ee247d7a0855249,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-ac71d193208d45949ee247d7a0855249,amine,REACTANT,SMILES,C1CCNC1
ord-ac71d193208d45949ee247d7a0855249,aryl halide,REACTANT,SMILES,C1=CC(=C(C=C1F)C=O)Br
ord-ac71d193208d45949ee247d7a0855249,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-ac71d193208d45949ee247d7a0855249,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-ac71d193208d45949ee247d7a0855249,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-ac71d193208d45949ee247d7a0855249,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-bcfa3d02b4af4bc4b469f691ad0536a7,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-bcfa3d02b4af4bc4b469f691ad0536a7,Solvent,SOLVENT,SMILES,C1COCCO1
ord-bcfa3d02b4af4bc4b469f691ad0536a7,amine,REACTANT,SMILES,C1COCC(=O)N1
ord-bcfa3d02b4af4bc4b469f691ad0536a7,aryl halide,REACTANT,SMILES,C1=CC(=NC(=C1)Br)Br
ord-bcfa3d02b4af4bc4b469f691ad0536a7,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-bcfa3d02b4af4bc4b469f691ad0536a7,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-bcfa3d02b4af4bc4b469f691ad0536a7,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-bcfa3d02b4af4bc4b469f691ad0536a7,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-6d8aa98c735648d3b6dca8975bbef9d2,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-6d8aa98c735648d3b6dca8975bbef9d2,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-6d8aa98c735648d3b6dca8975bbef9d2,amine,REACTANT,SMILES,CC(=O)NC1=CC=CC(=C1)N
ord-6d8aa98c735648d3b6dca8975bbef9d2,aryl halide,REACTANT,SMILES,C1CC1NC2=CC(=NC3=C(C=NN23)C#N)Cl
ord-6d8aa98c735648d3b6dca8975bbef9d2,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-6d8aa98c735648d3b6dca8975bbef9d2,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-6d8aa98c735648d3b6dca8975bbef9d2,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-6d8aa98c735648d3b6dca8975bbef9d2,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-2bde997c68344c96991dffb75b1f4b33,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-2bde997c68344c96991dffb75b1f4b33,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-2bde997c68344c96991dffb75b1f4b33,amine,REACTANT,SMILES,C1CC(C1)N2CCN(CC2)C(=O)C3CC4(C3)CCNCC4
ord-2bde997c68344c96991dffb75b1f4b33,aryl halide,REACTANT,SMILES,C1=CC=C(C=C1)Br
ord-2bde997c68344c96991dffb75b1f4b33,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-2bde997c68344c96991dffb75b1f4b33,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-2bde997c68344c96991dffb75b1f4b33,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-2bde997c68344c96991dffb75b1f4b33,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-6ca842b2903f47c19f42752e7a96ea52,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-6ca842b2903f47c19f42752e7a96ea52,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-6ca842b2903f47c19f42752e7a96ea52,amine,REACTANT,SMILES,CC(=O)NC1=C(C=CC(=C1)N)N2CC[C@@H](C2)N(C)C
ord-6ca842b2903f47c19f42752e7a96ea52,aryl halide,REACTANT,SMILES,C1CC1NC2=CC(=NC3=C(C=NN23)C#N)Cl
ord-6ca842b2903f47c19f42752e7a96ea52,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-6ca842b2903f47c19f42752e7a96ea52,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-6ca842b2903f47c19f42752e7a96ea52,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-6ca842b2903f47c19f42752e7a96ea52,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-4ba8493a4d7f4107b8a89b01cdd11168,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-4ba8493a4d7f4107b8a89b01cdd11168,Solvent,SOLVENT,SMILES,C1COCCO1
ord-4ba8493a4d7f4107b8a89b01cdd11168,amine,REACTANT,SMILES,CC(C)(C)OC(=O)N
ord-4ba8493a4d7f4107b8a89b01cdd11168,aryl halide,REACTANT,SMILES,CC1=CC(=CC(=N1)Cl)CO
ord-4ba8493a4d7f4107b8a89b01cdd11168,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-4ba8493a4d7f4107b8a89b01cdd11168,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-4ba8493a4d7f4107b8a89b01cdd11168,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-4ba8493a4d7f4107b8a89b01cdd11168,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-a20b5a194b7e441a86818aba8bf8e5b1,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-a20b5a194b7e441a86818aba8bf8e5b1,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-a20b5a194b7e441a86818aba8bf8e5b1,amine,REACTANT,SMILES,CC(C)C1=C(C=C(C=C1)N)NC(=O)C
ord-a20b5a194b7e441a86818aba8bf8e5b1,aryl halide,REACTANT,SMILES,C1CC1NC2=CC(=NC3=C(C=NN23)C#N)Cl
